"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Jake Noll","WSN","15","30","0","3","2","0","3.3%","26.7%",".069",".381",".276",".300",".345",".281","","70","0.2","-1.0","-1.5","-0.2","19703"
"Travis Ishikawa","- - -","44","72","1","6","8","0","12.5%","27.8%",".095",".286",".206",".306",".302",".277","","74","-0.7","-2.9","-0.8","-0.2","4793"
"Scott Kazmir","- - -","63","58","0","4","3","0","1.7%","48.3%",".000",".273",".120",".137",".120",".117","","-35","0.0","-9.7","6.3","-0.2","4897"
"Jacob Robson","DET","4","7","0","1","0","0","0.0%","57.1%",".000",".000",".000",".000",".000",".000","","-100","-0.1","-1.9","0.1","-0.2","19528"
"Miles Mastrobuoni","TBR","8","17","0","1","0","1","5.9%","35.3%",".000",".300",".188",".235",".188",".196","","27","0.5","-0.9","-1.2","-0.2","20017"
"Francisco Arcia","LAA","41","106","6","10","23","1","0.9%","25.5%",".223",".214",".204",".226",".427",".277","","73","0.0","-3.5","-1.7","-0.2","10286"
"Michael Fulmer","- - -","204","14","0","0","0","0","0.0%","57.1%",".000",".000",".000",".000",".000",".000","","-100","0.0","-3.7","1.7","-0.2","13218"
"Martin Perez","- - -","213","21","0","1","0","0","0.0%","81.0%",".000",".333",".050",".050",".050",".044","","-67","0.0","-4.8","2.4","-0.2","6902"
"Elier Hernandez","TEX","14","35","0","4","3","0","2.9%","42.9%",".061",".316",".182",".200",".242",".193","","19","-0.4","-3.6","0.9","-0.2","13750"
"J.J. Matijevic","HOU","32","71","2","7","5","1","2.8%","35.2%",".119",".300",".209",".254",".328",".258","","66","0.3","-2.4","-1.4","-0.2","20165"
"Zach Davies","- - -","187","262","0","15","9","0","3.4%","30.9%",".019",".201",".126",".161",".144",".140","","-23","-0.1","-40.6","30.6","-0.2","13183"
"Robbie Ray","- - -","218","266","1","11","9","0","1.5%","43.6%",".038",".269",".140",".154",".179",".146","","-22","-0.1","-40.9","30.8","-0.2","11486"
"Freddy Fermin","KCR","3","7","0","1","0","0","0.0%","42.9%",".000",".000",".000",".000",".000",".000","","-100","-0.2","-1.9","0.1","-0.2","21840"
"Alex Presley","- - -","129","411","6","43","32","5","6.6%","19.2%",".095",".333",".275",".324",".370",".303","","86","-0.1","-7.3","-7.6","-0.2","5305"
"Israel Pineda","WSN","4","14","0","1","0","0","7.1%","50.0%",".000",".167",".077",".143",".077",".112","","-37","0.0","-2.2","0.2","-0.2","22906"
"Chris Gittens","NYY","16","44","1","1","5","0","15.9%","29.5%",".083",".130",".111",".250",".194",".216","","33","0.2","-3.5","0.3","-0.2","18482"
"Ronnie Dawson","- - -","4","9","0","2","0","0","11.1%","22.2%",".000",".167",".125",".222",".125",".175","","9","-0.6","-1.6","-0.3","-0.2","19710"
"Dustin McGowan","- - -","132","14","0","0","0","0","0.0%","85.7%",".000",".000",".000",".000",".000",".000","","-100","0.0","-3.7","1.6","-0.2","8600"
"Joe Hudson","- - -","18","33","0","0","1","0","6.1%","18.2%",".033",".208",".167",".219",".200",".193","","19","0.1","-3.2","0.3","-0.2","14412"
"Randall Delgado","ARI","179","13","0","0","0","0","0.0%","30.8%",".000",".000",".000",".000",".000",".000","","-100","0.0","-3.6","1.5","-0.2","5985"
"MJ Melendez","KCR","129","534","18","57","62","2","12.4%","24.5%",".176",".258",".217",".313",".393",".310","","99","-0.3","-1.1","-17.5","-0.2","22197"
"Caleb Hamilton","MIN","22","23","1","5","1","0","17.4%","60.9%",".167",".000",".056",".227",".222",".219","","39","0.1","-1.5","-0.9","-0.2","19842"
"Abiatal Avelino","SFG","10","19","0","1","1","0","5.3%","31.6%",".000",".417",".278",".316",".278",".267","","65","-0.9","-1.7","-0.6","-0.2","15496"
"Kyle Waldrop","CIN","16","24","0","1","1","0","4.2%","25.0%",".043",".294",".217",".250",".261",".227","","34","-0.3","-2.3","-0.1","-0.2","11402"
"Carlos Perez","CHW","7","18","0","0","2","0","0.0%","11.1%",".111",".250",".222",".222",".333",".238","","51","-0.2","-1.2","-1.0","-0.2","20805"
"Jeff Baker","MIA","41","80","3","11","8","0","10.0%","31.3%",".167",".273",".208",".288",".375",".292","","85","0.8","-0.6","-3.5","-0.2","2073"
"Jack Reinheimer","- - -","23","40","0","4","0","1","12.5%","30.0%",".000",".217",".143",".250",".143",".196","","23","0.2","-3.8","0.8","-0.2","14938"
"Andy Wilkins","MIL","26","27","1","3","3","1","11.1%","37.0%",".167",".154",".125",".222",".292",".230","","35","0.3","-1.9","-0.7","-0.2","11251"
"Jacob Nix","SDP","9","16","0","0","0","0","0.0%","68.8%",".000",".000",".000",".000",".000",".000","","-100","0.0","-4.1","1.9","-0.2","17775"
"Wyatt Mathisen","ARI","32","84","3","8","13","0","11.9%","39.3%",".130",".235",".159",".298",".290",".272","","67","0.5","-3.0","-1.6","-0.2","14555"
"Don Kelly","MIA","15","31","0","2","3","0","6.5%","16.1%",".143",".167",".143",".194",".286",".202","","24","-0.4","-3.3","0.6","-0.2","2216"
"Jeff Samardzija","- - -","147","205","1","8","12","0","0.5%","43.9%",".063",".228",".126",".130",".189",".135","","-23","0.0","-32.3","23.8","-0.2","3254"
"Braxton Lee","MIA","8","18","0","0","2","0","5.6%","44.4%",".000",".333",".176",".222",".176",".185","","14","-0.5","-2.4","0.1","-0.2","16839"
"Andrew Velazquez","- - -","221","530","10","65","37","27","5.3%","34.2%",".103",".279",".192",".240",".295",".237","","48","6.6","-25.8","6.9","-0.2","14196"
"Masahiro Tanaka","NYY","154","20","0","1","0","0","5.0%","35.0%",".000",".000",".000",".053",".000",".036","","-84","0.0","-4.7","2.2","-0.2","15764"
"Sherman Johnson","LAA","10","11","0","0","0","0","0.0%","36.4%",".000",".000",".000",".091",".000",".065","","-72","0.0","-2.3","0.1","-0.2","13906"
"Alex Rios","KCR","105","411","4","40","32","9","3.6%","16.3%",".099",".294",".255",".287",".353",".279","","72","1.1","-12.2","-2.9","-0.2","2090"
"Edward Easley","STL","4","7","0","0","1","0","0.0%","14.3%",".000",".000",".000",".000",".000",".000","","-100","-0.2","-2.0","0.0","-0.2","2487"
"Brad Hand","- - -","467","31","0","1","2","0","0.0%","19.4%",".000",".118",".087",".087",".087",".077","","-59","0.0","-6.0","3.3","-0.2","9111"
"Reed Johnson","WSN","17","24","0","0","3","0","0.0%","25.0%",".045",".294",".227",".250",".273",".229","","38","-0.2","-1.9","-0.5","-0.2","1702"
"Jacob Hannemann","SEA","11","20","1","3","1","0","0.0%","20.0%",".150",".133",".150",".150",".300",".187","","11","-0.3","-2.5","0.0","-0.2","15644"
"Jason Martin","- - -","85","205","6","21","19","5","6.8%","26.8%",".122",".256",".206",".260",".328",".257","","59","2.5","-8.0","-0.8","-0.2","16429"
"Peter Bourjos","- - -","402","904","15","108","57","18","5.6%","25.8%",".137",".289",".222",".275",".358",".272","","68","3.8","-32.2","1.3","-0.2","2578"
"Nick Ciuffo","- - -","21","56","1","3","5","0","7.1%","28.6%",".104",".250",".188",".259",".292",".246","","54","0.0","-3.2","-0.6","-0.2","16291"
"Bo Naylor","CLE","5","8","0","0","0","0","0.0%","62.5%",".000",".000",".000",".000",".000",".000","","-100","0.0","-2.0","-0.1","-0.2","21865"
"Patrick Mazeika","NYM","61","159","2","10","12","0","3.8%","17.0%",".088",".218",".190",".236",".279",".226","","45","0.0","-10.6","3.4","-0.2","18142"
"Matt Dominguez","TOR","5","12","0","0","0","0","8.3%","25.0%",".000",".000",".000",".083",".000",".058","","-81","0.0","-2.6","0.4","-0.2","4903"
"R.A. Dickey","- - -","95","73","0","0","5","0","0.0%","19.2%",".000",".176",".138",".138",".138",".121","","-38","0.0","-12.9","8.6","-0.2","1245"
"P.J. Higgins","CHC","83","254","6","24","30","0","9.4%","26.0%",".138",".268",".210",".291",".348",".285","","83","-1.4","-6.9","-3.6","-0.2","18433"
"Wil Nieves","SDP","6","14","1","1","4","0","7.1%","28.6%",".231",".000",".077",".143",".308",".197","","21","0.2","-1.1","-1.1","-0.2","1556"
"Adbert Alzolay","CHC","46","38","0","1","0","0","2.6%","39.5%",".028",".095",".056",".081",".083",".076","","-58","0.0","-7.8","4.6","-0.2","17859"
"Braden Shipley","ARI","27","35","0","3","2","1","0.0%","34.3%",".029",".136",".088",".088",".118",".088","","-58","0.2","-6.9","3.9","-0.2","15158"
"Amir Garrett","- - -","295","25","0","1","1","0","0.0%","28.0%",".048",".071",".048",".048",".095",".059","","-77","0.0","-5.7","3.0","-0.2","14375"
"Dan Johnson","STL","12","21","0","1","2","0","9.5%","19.0%",".000",".200",".158",".238",".158",".191","","15","-0.1","-2.2","-0.3","-0.2","2167"
"David Lough","- - -","114","223","4","20","16","3","6.3%","19.7%",".100",".253",".214",".277",".313",".262","","59","-1.3","-11.9","2.9","-0.2","7215"
"Adam Morgan","- - -","233","66","0","3","2","0","3.0%","36.4%",".033",".167",".100",".129",".133",".119","","-38","0.0","-10.9","7.0","-0.2","12580"
"Gift Ngoepe","- - -","41","82","0","12","6","0","11.0%","46.3%",".056",".382",".181",".272",".236",".235","","40","0.4","-5.7","1.1","-0.2","10340"
"Jonathan Aranda","TBR","32","87","2","10","6","0","9.2%","26.4%",".128",".245",".192",".276",".321",".264","","74","0.7","-1.8","-2.8","-0.2","21837"
"Riley Smith","ARI","30","17","0","0","0","0","0.0%","64.7%",".000",".000",".000",".000",".000",".000","","-100","0.0","-4.6","2.1","-0.2","19826"
"Jerry Sands","- - -","74","191","5","13","26","0","6.3%","31.4%",".124",".325",".236",".283",".360",".281","","73","0.0","-6.0","-2.2","-0.2","4016"
"Erik Kratz","- - -","159","419","8","27","39","1","2.9%","23.2%",".099",".237",".196",".235",".295",".233","","41","-1.0","-31.4","16.4","-0.2","4403"
"Jason Pridie","OAK","6","10","0","0","0","0","10.0%","40.0%",".000",".000",".000",".100",".000",".069","","-70","0.1","-1.9","-0.3","-0.2","4611"
"Matt Wisler","- - -","237","103","0","2","3","0","2.9%","31.1%",".000",".196",".126",".154",".126",".129","","-28","0.0","-16.3","11.1","-0.2","12804"
"Brett Nicholas","TEX","37","110","4","12","15","0","5.5%","20.0%",".204",".286",".252",".300",".456",".322","","92","-2.3","-3.5","-2.3","-0.2","11192"
"Gabriel Arias","CLE","16","57","1","9","5","1","14.0%","28.1%",".128",".267",".191",".321",".319",".294","","90","0.0","-0.6","-3.1","-0.2","22563"
"Dae-Ho Lee","SEA","104","317","14","33","49","0","6.3%","23.3%",".175",".294",".253",".312",".428",".318","","103","-4.7","-3.5","-9.2","-0.2","18722"
"Brandon Dixon","- - -","202","572","20","56","65","5","4.9%","32.9%",".179",".307",".228",".269",".407",".285","","74","0.5","-17.6","-4.3","-0.2","15214"
"Christian Lopes","OAK","4","10","0","0","0","0","10.0%","50.0%",".000",".000",".000",".100",".000",".069","","-63","0.1","-1.7","-0.5","-0.2","13472"
"Travis Swaggerty","PIT","5","9","0","0","0","0","0.0%","44.4%",".000",".200",".111",".111",".111",".098","","-46","0.0","-1.5","-0.7","-0.2","24491"
"Mike Fiers","- - -","169","35","0","1","0","0","0.0%","37.1%",".000",".167",".097",".097",".097",".085","","-61","0.0","-6.6","3.6","-0.2","7754"
"Mark Zagunis","CHC","42","64","0","2","7","2","14.1%","35.9%",".073",".344",".200",".313",".273",".269","","62","0.2","-3.0","-1.1","-0.2","16565"
"Carlos Villanueva","- - -","86","16","0","0","0","0","0.0%","56.3%",".000",".000",".000",".000",".000",".000","","-100","0.0","-4.1","1.7","-0.2","4138"
"Mitch Walding","PHI","15","21","1","1","2","0","9.5%","66.7%",".158",".000",".053",".143",".211",".162","","-5","-0.1","-2.9","0.2","-0.2","13006"
"Rylan Bannon","- - -","5","15","0","0","0","0","0.0%","33.3%",".000",".222",".143",".200",".143",".166","","0","0.1","-1.6","-0.8","-0.2","19768"
"Trent Giambrone","CHC","5","13","0","0","0","0","0.0%","30.8%",".000",".222",".154",".154",".154",".135","","-20","0.0","-2.0","-0.5","-0.2","19250"
"Peyton Burdick","MIA","32","102","4","8","11","1","7.8%","34.3%",".174",".283",".207",".284",".380",".294","","91","0.0","-1.1","-4.3","-0.2","25459"
"Mark Leiter Jr.","- - -","82","29","0","0","0","0","0.0%","48.3%",".000",".143",".071",".071",".071",".063","","-73","0.0","-6.5","3.5","-0.2","15551"
"Felix Hernandez","SEA","116","18","0","0","0","0","0.0%","33.3%",".000",".000",".000",".000",".000",".000","","-100","0.0","-4.7","2.0","-0.2","4772"
"Jason Vargas","- - -","95","80","0","2","0","0","1.3%","38.8%",".000",".200",".113",".125",".113",".107","","-40","0.0","-14.4","9.7","-0.2","8044"
"Chris Okey","CIN","7","13","0","3","0","0","0.0%","38.5%",".000",".286",".167",".231",".167",".191","","11","-0.1","-1.5","-1.0","-0.2","19245"
"Aaron Whitefield","- - -","8","12","0","1","0","0","0.0%","41.7%",".000",".000",".000",".000",".000",".000","","-100","-0.1","-3.1","0.7","-0.2","19938"
"Aaron Sanchez","- - -","150","23","0","0","0","0","4.3%","52.2%",".000",".000",".000",".043",".000",".030","","-88","0.0","-5.5","2.7","-0.2","11490"
"Trevor Rogers","MIA","56","46","0","0","0","0","2.2%","58.7%",".000",".188",".070",".091",".070",".076","","-57","0.0","-9.2","5.6","-0.2","22286"
"Odrisamer Despaigne","- - -","93","59","0","0","1","0","1.7%","28.8%",".019",".135",".093",".109",".111",".099","","-46","0.0","-10.4","6.5","-0.2","16017"
"Daniel Muno","NYM","17","32","0","2","0","1","12.5%","34.4%",".037",".250",".148",".258",".185",".214","","33","0.2","-2.3","-0.7","-0.2","12214"
"Jerome Williams","- - -","44","38","0","0","1","0","2.6%","39.5%",".030",".111",".061",".088",".091",".083","","-60","0.0","-7.1","4.0","-0.2","1137"
"Michael Reed","- - -","26","45","0","6","0","1","4.4%","42.2%",".023",".333",".186",".222",".209",".195","","16","-0.7","-5.6","2.1","-0.2","13228"
"Ryan Weber","- - -","68","17","0","0","0","0","0.0%","70.6%",".000",".000",".000",".000",".000",".000","","-100","0.0","-4.4","1.8","-0.2","10160"
"Dominic Smith","NYM","447","1373","46","147","179","3","6.9%","24.3%",".178",".297",".246",".308",".424",".314","","100","-4.2","-2.6","-42.8","-0.2","15653"
"Ryan Aguilar","LAA","7","26","0","2","2","0","7.7%","53.8%",".045",".333",".136",".231",".182",".197","","20","-0.8","-3.2","0.3","-0.2","19967"
"Ian Anderson","ATL","52","41","0","0","0","0","2.4%","70.7%",".027",".250",".054",".079",".081",".074","","-63","0.0","-8.5","5.0","-0.2","19951"
"Lucas Sims","- - -","120","30","0","1","0","0","0.0%","50.0%",".000",".167",".074",".074",".074",".065","","-74","0.0","-6.8","3.6","-0.2","13470"
"David Hale","- - -","71","27","0","1","0","0","0.0%","33.3%",".000",".143",".087",".087",".087",".077","","-81","0.0","-5.7","2.8","-0.2","9756"
"Michael Toglia","COL","31","120","2","10","12","1","7.5%","36.7%",".162",".338",".216",".275",".378",".285","","68","0.5","-4.0","-2.1","-0.2","25845"
"Nevin Ashley","MIL","12","21","0","2","1","0","0.0%","38.1%",".050",".167",".100",".143",".150",".136","","-27","0.1","-3.0","0.3","-0.2","3274"
"Daniel Robertson","- - -","78","189","1","20","15","0","5.3%","6.9%",".069",".269",".253",".293",".322",".267","","63","-1.1","-9.5","0.9","-0.2","6266"
"Luis Jimenez","- - -","16","17","0","1","0","0","5.9%","35.3%",".000",".100",".063",".118",".063",".092","","-56","0.3","-2.8","0.2","-0.2","6341"
"Andrew Cashner","- - -","165","114","0","6","3","0","3.5%","35.1%",".000",".182",".114",".145",".114",".121","","-30","0.0","-17.9","12.2","-0.2","8782"
"Lance Lynn","- - -","190","127","0","5","3","0","0.8%","45.7%",".035",".228",".113",".128",".148",".122","","-31","0.0","-20.7","14.3","-0.2","2520"
"Tyrell Jenkins","ATL","14","17","0","0","0","0","0.0%","23.5%",".000",".000",".000",".000",".000",".000","","-100","0.0","-4.5","1.8","-0.2","11378"
"Raisel Iglesias","- - -","406","48","0","0","1","0","0.0%","35.4%",".064",".133",".085",".085",".149",".098","","-51","0.0","-8.7","5.1","-0.2","17130"
"Travis Taijeron","NYM","26","59","1","3","3","0","8.5%","40.7%",".096",".296",".173",".271",".269",".248","","52","0.4","-3.3","-1.0","-0.2","11935"
"Mike Soroka","ATL","37","71","0","2","3","0","2.8%","32.4%",".000",".135",".083",".141",".083",".112","","-43","0.0","-13.3","8.7","-0.2","18383"
"Jake Smolinski","- - -","211","581","13","55","55","3","6.9%","17.0%",".123",".240",".216",".284",".339",".275","","71","-3.2","-23.2","1.3","-0.2","5408"
"Mark Vientos","NYM","16","41","1","3","3","0","12.2%","29.3%",".111",".217",".167",".268",".278",".252","","65","-0.1","-1.8","-1.7","-0.2","22184"
"Dakota Hudson","STL","96","64","0","2","2","0","1.6%","40.6%",".000",".172",".091",".123",".091",".101","","-45","0.0","-12.2","7.9","-0.2","19206"
"Chi Chi Gonzalez","- - -","68","58","0","3","3","0","1.7%","53.4%",".018",".250",".109",".125",".127",".113","","-49","0.0","-11.3","7.1","-0.2","14663"
"Anthony Bemboom","- - -","76","203","5","17","12","0","7.4%","30.0%",".105",".207",".160",".231",".265",".223","","36","-1.3","-17.1","7.9","-0.2","13854"
"Rangel Ravelo","STL","42","84","3","9","13","0","8.3%","21.4%",".162",".196",".189",".250",".351",".255","","58","-0.2","-4.8","-0.7","-0.2","10839"
"Jake Hager","- - -","42","89","0","6","5","0","13.5%","34.8%",".026",".333",".197",".307",".224",".253","","59","0.6","-4.0","-1.3","-0.2","12198"
"Erik Gonzalez","- - -","352","894","11","87","77","13","4.3%","24.5%",".097",".312",".242",".276",".340",".265","","62","-0.8","-43.7","9.7","-0.2","13369"
"Brandon McCarthy","- - -","48","83","0","3","4","0","7.2%","55.4%",".028",".160",".056",".130",".085",".109","","-41","0.0","-14.5","9.6","-0.2","4662"
"Drew Pomeranz","- - -","235","58","1","2","4","0","0.0%","60.3%",".055",".211",".091",".091",".145",".101","","-41","0.0","-10.8","6.6","-0.2","11426"
"Paul Clemens","- - -","18","23","0","1","0","0","4.3%","47.8%",".000",".000",".000",".045",".000",".031","","-92","0.0","-5.5","2.5","-0.2","8037"
"Jimmy Paredes","- - -","187","551","15","61","61","4","4.7%","28.9%",".142",".343",".259",".293",".401",".300","","86","3.5","-5.7","-14.4","-0.2","5481"
"Daz Cameron","DET","73","244","5","26","24","9","7.0%","31.6%",".129",".282",".201",".266",".330",".264","","67","3.5","-6.3","-4.9","-0.2","18353"
"Kody Clemens","DET","57","127","5","13","17","1","6.3%","26.0%",".162",".148",".145",".197",".308",".220","","40","1.1","-7.5","1.2","-0.2","20572"
"Alex Kirilloff","MIN","104","387","11","37","55","1","4.9%","22.7%",".148",".300",".251",".295",".398",".298","","91","-2.2","-6.1","-8.8","-0.2","20325"
"Tucupita Marcano","- - -","74","227","2","25","16","2","7.0%","23.3%",".083",".260",".201",".261",".284",".245","","55","0.4","-11.9","2.0","-0.2","22871"
"Clay Buchholz","- - -","86","48","0","0","1","0","4.2%","47.9%",".024",".111",".049",".093",".073",".082","","-58","0.0","-9.4","5.6","-0.2","3543"
"Jonathan Herrera","CHC","73","132","2","14","14","3","1.5%","17.4%",".103",".267",".230",".242",".333",".246","","50","1.7","-6.1","-0.2","-0.2","4182"
"Rob Brantly","- - -","37","100","3","7","11","0","5.0%","27.0%",".143",".226",".187",".250",".330",".254","","58","0.0","-5.1","-0.4","-0.2","10655"
"John Lackey","- - -","94","200","0","3","6","1","4.5%","39.0%",".028",".200",".112",".155",".140",".137","","-24","-0.3","-30.7","22.0","-0.2","1507"
"Alejo Lopez","CIN","75","179","1","18","10","3","5.0%","14.5%",".060",".305",".262",".307",".321",".279","","70","-0.4","-6.7","-1.7","-0.2","21127"
"Cody Reed","- - -","65","29","0","1","0","0","6.9%","65.5%",".000",".000",".000",".074",".000",".051","","-82","0.0","-6.6","3.3","-0.2","15232"
"Derek Holland","- - -","202","75","0","2","0","0","2.7%","58.7%",".014",".231",".086",".111",".100",".097","","-48","0.0","-13.8","9.1","-0.2","4141"
"Clint Robinson","WSN","230","576","15","60","60","0","9.9%","15.6%",".131",".283",".257",".337",".388",".317","","97","-4.9","-7.4","-13.1","-0.2","6908"
"Danny Santana","- - -","446","1436","40","184","162","55","4.9%","26.5%",".160",".297",".235",".279",".396",".286","","71","8.3","-40.8","-9.6","-0.2","10322"
"Grady Sizemore","- - -","97","296","6","24","33","3","6.8%","20.3%",".128",".303",".253",".307",".381",".302","","91","-0.3","-3.4","-8.4","-0.2","2197"
"Drew Stubbs","- - -","147","258","8","33","17","14","10.9%","41.5%",".142",".324",".196",".289",".338",".278","","64","2.2","-9.0","-1.8","-0.2","9328"
"Christian Friedrich","- - -","92","46","0","2","2","0","6.5%","50.0%",".000",".118",".050",".116",".050",".089","","-54","0.0","-8.8","5.0","-0.2","7942"
"Andrew Suarez","SFG","56","54","0","1","0","0","3.7%","51.9%",".000",".136",".060",".096",".060",".077","","-59","0.0","-10.6","6.5","-0.2","18300"
"Logan Verrett","- - -","57","30","0","1","0","0","0.0%","46.7%",".038",".083",".038",".038",".077",".048","","-76","0.0","-6.5","3.2","-0.2","12905"
"Henry Ramos","ARI","18","55","1","5","8","0","7.3%","21.8%",".100",".237",".200",".255",".300",".244","","48","0.2","-3.5","-0.8","-0.2","11481"
"Rafael Montero","- - -","202","35","0","1","1","0","0.0%","40.0%",".000",".111",".063",".063",".063",".055","","-71","0.0","-7.7","4.1","-0.2","12760"
"A.J. Jimenez","TEX","7","13","0","0","0","0","0.0%","53.8%",".000",".200",".083",".083",".083",".073","","-80","0.0","-2.9","-0.1","-0.2","7077"
"Jae-Gyun Hwang","SFG","18","57","1","2","5","0","8.8%","26.3%",".077",".194",".154",".228",".231",".209","","26","0.3","-5.2","0.7","-0.3","19369"
"Carlos Moncrief","SFG","28","43","0","4","5","0","7.0%","34.9%",".026",".320",".211",".256",".237",".220","","33","0.2","-3.6","-0.4","-0.3","7511"
"Dustin Peterson","- - -","19","49","0","3","6","1","4.1%","30.6%",".087",".323",".217",".265",".304",".249","","51","-0.7","-3.8","-0.5","-0.3","15189"
"Shed Long Jr.","SEA","110","417","12","44","41","8","8.6%","27.8%",".161",".278",".216",".284",".376",".285","","82","2.0","-7.4","-9.9","-0.3","16542"
"Wilfredo Tovar","- - -","37","100","0","5","6","0","6.0%","19.0%",".053",".240",".191",".240",".245",".216","","28","0.7","-8.5","2.3","-0.3","10416"
"Ivan De Jesus","CIN","180","465","5","36","48","3","7.7%","22.8%",".092",".319",".249",".311",".341",".289","","76","-1.1","-14.4","-2.6","-0.3","9886"
"Nick Heath","- - -","35","57","0","5","4","2","10.5%","36.8%",".042",".259",".146",".255",".188",".205","","24","-0.9","-6.4","1.8","-0.3","19577"
"John Lamb","- - -","27","38","0","0","1","0","2.6%","52.6%",".028",".125",".056",".081",".083",".076","","-67","0.0","-7.7","4.0","-0.3","8493"
"Jered Weaver","- - -","66","21","0","0","0","0","0.0%","52.4%",".000",".000",".000",".000",".000",".000","","-100","0.0","-5.6","2.4","-0.3","4235"
"Touki Toussaint","- - -","58","38","0","2","0","0","5.3%","55.3%",".000",".077",".029",".083",".029",".063","","-69","0.0","-8.4","4.6","-0.3","16929"
"Zach Eflin","PHI","128","184","1","10","6","0","0.5%","51.1%",".036",".278",".126",".136",".162",".130","","-30","0.0","-30.5","22.0","-0.3","13774"
"Cody Decker","SDP","8","12","0","0","1","0","0.0%","41.7%",".000",".000",".000",".000",".000",".000","","-100","-0.3","-3.3","0.5","-0.3","9665"
"Rob Segedin","LAD","53","103","2","12","13","0","5.8%","28.2%",".129",".297",".226",".282",".355",".276","","71","0.6","-3.1","-2.7","-0.3","11446"
"Corey Oswalt","NYM","26","24","0","0","1","0","0.0%","45.8%",".000",".000",".000",".000",".000",".000","","-100","0.0","-6.2","2.9","-0.3","13677"
"Brock Stassi","PHI","51","90","2","6","7","0","13.3%","24.4%",".128",".204",".167",".278",".295",".259","","54","-1.2","-6.5","0.8","-0.3","12244"
"Jordan Diaz","OAK","15","51","0","3","1","0","3.9%","13.7%",".061",".310",".265",".294",".327",".275","","82","0.2","-0.9","-3.2","-0.3","22650"
"Oscar Hernandez","- - -","26","51","1","6","2","0","5.9%","31.4%",".087",".276",".196",".260",".283",".244","","43","-0.6","-4.0","-0.2","-0.3","13490"
"Trevor Bauer","- - -","188","75","0","2","1","0","5.3%","41.3%",".000",".143",".076",".129",".076",".102","","-45","0.0","-14.0","8.9","-0.3","12703"
"Nick Williams","- - -","294","916","31","109","110","4","6.2%","27.8%",".164",".323",".251",".312",".415",".313","","93","-1.4","-10.5","-22.0","-0.3","14330"
"Matt Cain","SFG","61","82","1","2","8","0","0.0%","56.1%",".080",".207",".093",".092",".173",".110","","-39","0.0","-14.3","9.1","-0.3","4732"
"Javy Guerra","- - -","58","19","0","3","1","0","15.8%","47.4%",".000",".286",".125",".263",".125",".201","","23","0.2","-1.6","-1.6","-0.3","17292"
"Taylor Jones","HOU","43","131","3","14","19","0","3.8%","27.5%",".161",".299",".234",".260",".395",".277","","74","-2.1","-6.3","-1.0","-0.3","19533"
"Phillip Evans","- - -","121","353","6","34","27","2","11.0%","21.5%",".088",".289",".231",".331",".319",".295","","83","-0.6","-8.1","-6.6","-0.3","12950"
"Peter O'Brien","- - -","72","200","11","17","26","1","8.0%","36.5%",".225",".273",".209",".275",".434",".299","","85","-0.5","-4.7","-4.5","-0.3","13288"
"Danny Ortiz","PIT","9","13","0","1","0","0","7.7%","7.7%",".000",".091",".083",".154",".083",".121","","-35","0.3","-2.0","-1.2","-0.3","10317"
"Dinelson Lamet","- - -","101","69","0","1","0","0","1.4%","56.5%",".000",".261",".097",".111",".097",".094","","-49","0.0","-13.3","8.3","-0.3","17186"
"Alec Burleson","STL","16","53","1","4","3","1","9.4%","17.0%",".083",".211",".188",".264",".271",".245","","58","0.1","-2.5","-1.8","-0.3","27615"
"Raudy Read","WSN","14","22","0","1","0","0","0.0%","36.4%",".000",".286",".182",".182",".182",".159","","-12","-0.1","-3.3","-0.2","-0.3","15766"
"Jarred Cosart","- - -","35","42","0","1","1","0","0.0%","35.7%",".000",".136",".081",".081",".081",".071","","-65","0.0","-8.5","4.5","-0.3","10304"
"Austin Allen","- - -","57","127","2","8","7","0","6.3%","37.0%",".093",".304",".195",".252",".288",".228","","42","-1.1","-10.4","3.3","-0.3","18083"
"Chris Herrmann","- - -","273","716","21","84","80","9","9.9%","28.1%",".159",".268",".209",".289",".367",".286","","72","5.3","-19.3","-7.6","-0.3","9284"
"Cole Figueroa","- - -","25","35","0","2","3","1","2.9%","5.7%",".059",".188",".176",".200",".235",".192","","14","0.0","-3.7","-0.2","-0.3","8790"
"Alex Young","- - -","97","29","0","1","0","0","0.0%","75.9%",".000",".143",".034",".034",".034",".030","","-94","0.0","-7.4","3.6","-0.3","18333"
"Ramon Torres","KCR","42","108","0","13","5","1","4.6%","13.9%",".039",".264",".225",".269",".265",".239","","42","-0.5","-8.1","1.7","-0.3","14113"
"Daniel Dorn","ARI","23","32","0","0","3","0","6.3%","31.3%",".033",".250",".167",".219",".200",".192","","9","-0.4","-3.8","0.1","-0.3","1050"
"Ryan Cordell","- - -","121","295","8","25","28","4","6.4%","29.5%",".126",".263",".202",".263",".328",".256","","57","0.4","-15.6","2.4","-0.3","15181"
"Adam Moore","- - -","18","29","1","2","3","0","3.4%","44.8%",".148",".308",".185",".214",".333",".236","","51","-0.1","-2.0","-1.9","-0.3","9362"
"Nate Orf","- - -","21","32","1","5","1","1","9.4%","28.1%",".107",".056",".071",".188",".179",".178","","7","0.0","-3.7","-0.3","-0.3","15407"
